,RF Prediction,XGB Prediction,Reg Prediction,Actual
36,708291.8364025137,767328.0625,681047.924543264,452000.0
37,370307.8361227184,365245.09375,322827.9050248931,305495.0
38,287445.61728418863,304845.0,390278.1845933965,385000.0
39,304602.6077101188,324170.5,348572.05662504083,380000.0
40,656989.3281336988,719162.5625,588364.1908288416,590000.0
41,357472.43610177987,342479.8125,365525.8663516866,521000.0
42,591108.1591458512,508906.40625,419834.50756453304,554000.0
43,470963.19124872005,440348.71875,416027.8194131133,710000.0
44,433787.5382098847,393067.1875,358632.44234567246,438000.0
45,498395.84168459196,452779.6875,456354.57425804,525000.0
46,658983.3720444344,682413.1875,722961.4112040076,640000.0
47,378044.3833894441,433915.09375,448916.7126412212,352000.0
48,437914.80495091126,420247.0,399743.15416210884,359950.0
49,888864.6441246858,976657.3125,787861.0138841515,1640000.0
50,454844.74777632026,454319.09375,540268.3265186491,430000.0
51,435255.17189836834,458551.375,464674.43003191904,305000.0
52,346083.1434398261,312602.59375,325565.33725042414,325000.0
53,395967.97082478646,397523.0625,296330.9016516906,195000.0
54,421888.58407513687,380309.46875,432827.11813752097,405000.0
55,532110.4995659059,545029.5625,507909.56194632425,600000.0
56,391262.12850736844,407798.9375,395077.5572973734,240000.0
57,439882.8354555621,450791.28125,415168.42078286124,435000.0
58,182987.75506410052,213439.6875,234774.14308911207,168500.0
59,676379.4704063928,748753.4375,911372.4990999621,672500.0
60,902519.1189211573,918687.625,883005.8113589889,1230000.0
61,262127.27233651967,260988.0625,266246.47273600195,222500.0
62,627851.2642832538,630241.25,651036.7223019889,550000.0
63,805333.4462650685,780173.9375,693531.9759899041,1690000.0
64,639755.5804012662,600682.25,624955.0241811892,549000.0
65,516679.97125873424,440892.875,419696.91179993324,375000.0
66,1798804.5068434163,1774085.875,2304338.7138999198,1600000.0
67,2015029.0858069854,2031909.5,1337257.9863615292,1600000.0
68,1168715.9073707105,1037714.6875,841686.584224703,1100000.0
69,266216.96159535885,269232.90625,277203.7307306291,283500.0
70,681622.2076663063,696104.875,699001.5868185811,645000.0
71,378775.6388750444,304046.25,312808.45635438885,460000.0
72,380903.7796437173,494093.15625,432659.6773646295,407185.0
73,430630.08845403465,496528.1875,490524.6984239648,396500.0
74,577339.4652215285,552159.875,638833.4963939397,507000.0
75,159882.14309222158,151059.828125,145336.8419911679,152000.0
76,528358.2060594107,512449.0,519537.67604416766,487275.0
77,200256.79871270782,188561.875,205561.65573249484,205500.0
78,1265816.826623192,1049654.625,1015195.3026551218,960000.0
79,356351.8403837086,360303.34375,335066.9172375149,321500.0
80,487519.14104423556,436784.0,377654.8275675278,330000.0
81,423044.26624435483,464655.8125,555420.2719951556,469500.0
82,943278.7483269752,893491.6875,831964.4104333086,830000.0
83,459689.6888180939,441636.46875,414022.06738981686,620000.0
84,379666.65595521283,373358.9375,362048.5544001226,335000.0
85,468696.006936094,452573.3125,395413.84654434293,350000.0
86,147477.40819093428,170757.28125,191026.53751526456,208000.0
87,465283.7295958208,482699.53125,539198.8841816926,475000.0
88,319333.5205530523,323847.3125,310152.3635738923,329950.0
89,310298.07499040104,345208.0625,345148.4898536176,307000.0
90,614610.0020713194,581499.3125,478336.7221043139,700000.0
91,418605.3636034852,417468.8125,418476.2604288088,425000.0
92,617852.8358340142,598087.6875,564243.7674911716,580000.0
93,284706.1306488348,308065.0625,327923.9922467324,260000.0
94,472097.168065161,381976.40625,338074.02255064895,324000.0
95,389320.2168393911,397548.84375,404234.47079062765,292000.0
96,448354.4508060419,483578.65625,426334.08991230757,348000.0
97,244575.08389132025,251398.9375,263267.7002221953,237000.0
98,501192.1785426404,459911.6875,438740.9277521862,350000.0
99,481610.9378048964,536287.0,570580.4696895302,451101.0
100,680151.3867046165,685780.9375,676861.2181678748,520000.0
101,394635.43166036304,501851.96875,481736.6932143583,520000.0
102,356645.03082827094,373011.25,360491.2992978821,335000.0
103,374108.0417282772,357923.8125,360174.28485288954,326989.0
104,508957.264693501,530934.0625,473551.86735071277,582000.0
105,567081.4745742109,501911.3125,482799.2291648026,585000.0
106,250587.97895098323,286171.96875,298785.3102689042,288000.0
107,1274400.769203019,1012410.4375,961076.0551026168,1100000.0
108,722866.2269396909,689241.5,733028.1108091453,575000.0
109,1701594.901590417,1983211.25,3559302.1207828904,4210000.0
110,262521.5947091952,234049.734375,245414.59726621342,237000.0
111,602708.552019491,646139.5625,682723.8495130448,635000.0
112,764391.8659810676,779874.1875,854417.262026914,925000.0
113,645230.8279358995,782663.75,765669.4542350401,1010000.0
114,463422.2018056746,405426.90625,421560.17783463874,321000.0
115,334327.17122605204,343724.84375,349861.8317123128,429800.0
116,1600007.0668277324,2044969.25,2140125.706568765,1610000.0
117,731340.0654848763,674052.625,694937.9935387067,575000.0
118,309664.9047827523,361307.40625,371697.8035330668,375000.0
119,362972.71446580125,355577.65625,338304.83118042076,312500.0
120,221269.4107032789,272903.96875,289517.3826532237,235000.0
121,351202.0527416683,341377.625,312354.8706252414,275000.0
122,367688.3409311783,372747.71875,418309.36915061215,330000.0
123,347441.2671186488,355302.75,319082.45859661826,359500.0
124,331695.2098661113,314932.125,313657.6942572205,303000.0
125,812267.829525993,777457.0,826115.1144239056,779950.0
126,491210.55034579395,520486.125,597915.339243523,550000.0
127,1291844.8734873426,1290092.875,1494695.5329063027,1220000.0
128,607353.3660672917,599125.5625,599528.623482718,685530.0
129,323874.8989887434,295840.625,304277.2768466706,285000.0
130,298962.9503203863,293551.25,308406.17862144305,310000.0
131,655142.4780506947,667465.8125,713786.5130361146,855169.0
132,499386.4721865585,548374.125,494305.6891028805,706000.0
133,305342.0517147979,367120.03125,367983.58465960773,615000.0
134,780573.4747518495,808012.6875,695558.8403160253,1060000.0
135,969735.566555899,961226.8125,754104.8890522796,971971.0
136,733182.8887074456,772651.8125,785060.9979408245,600000.0
137,243361.58919257627,273310.28125,263330.69829470833,249900.0
138,544172.1503587782,591093.25,537539.1513620847,465000.0
139,978209.878753759,958588.5,975973.3376846747,975000.0
140,366029.6821228282,345422.125,348563.72751605214,500000.0
141,375993.2009478194,390539.78125,402646.7148132039,247800.0
142,359056.5681684568,408959.125,457598.3485281715,360000.0
143,484012.55290375336,448973.0,459025.3496798099,455600.0
144,256668.2516854847,244391.234375,251870.36660790033,295000.0
145,297799.26942266617,317313.78125,369585.3980581142,340000.0
146,567353.1937941354,466135.5625,458214.88477491675,650000.0
147,267485.5511537988,268261.28125,288609.5126922998,216000.0
148,813782.3679545398,615571.875,598755.9155256372,625000.0
149,642460.3694032169,720898.5,817834.35519642,949000.0
150,382469.10879366455,368065.84375,382963.93621610245,424000.0
151,232451.14491065292,254668.171875,304082.8492717649,307000.0
152,341607.1708001765,371171.3125,363664.4855556397,199000.0
153,632766.2297887835,639794.4375,655600.0479178359,828000.0
154,212001.35638625766,212623.78125,188667.30237018177,238950.0
155,353783.2664263889,369351.0625,336569.8940058111,433000.0
156,246157.0461785471,225861.609375,247469.4027226271,225000.0
157,195144.38249396306,179935.234375,173629.2155066841,85000.0
158,358993.4870446446,509892.59375,466524.72369900014,230000.0
159,488397.002857005,480635.1875,508362.4961319241,580000.0
160,228951.88167100525,233548.71875,280534.27815411205,311000.0
161,472497.62349717465,414535.78125,393078.31827581394,449000.0
162,1013943.9270710202,884479.625,825107.6567307543,1270000.0
163,1195010.5967067399,1197188.25,1444596.1476550808,1410000.0
164,393226.9338211725,424777.1875,391254.5765013674,365650.0
165,268861.44379218627,381426.75,385099.23721637175,337000.0
166,498386.34771548526,477689.59375,464173.6432181803,464000.0
167,728255.8546586304,736252.125,671762.6743285714,635000.0
168,644457.9290868111,642079.875,473659.15327077644,920000.0
169,461820.55017213244,443633.15625,445674.4977512441,480000.0
170,799704.1464308754,750930.9375,718184.7600408993,899100.0
171,308449.7573027176,273666.3125,294344.93417204823,325000.0
172,345574.90695199114,311745.5,302771.29625476064,319502.0
173,360611.9233402284,360152.1875,331564.7744835396,334000.0
174,711645.7137849394,661451.0,587405.4485535931,581000.0
175,162029.4271950243,198864.578125,211677.61958502745,219950.0
176,623763.5283785394,618606.1875,752048.4039650029,893880.0
177,1876672.3988240566,1893480.125,2061409.5680937883,2350000.0
178,435516.4829373351,450978.34375,450048.3967935717,311000.0
179,1138562.7521957743,1122416.0,945007.3417684931,960000.0
180,904913.1304893352,823597.375,1065617.716218138,900000.0
181,394439.70597262454,385283.0,384342.19489246164,330000.0
182,383209.73123147315,422328.96875,389662.2177103653,749700.0
183,212905.71041906023,217137.109375,228031.8996562289,169575.0
184,556216.7407689753,612144.25,655441.8117001734,470000.0
185,971737.285670763,930947.8125,921956.2624237953,1380000.0
186,392360.429617995,391263.75,359338.8439356902,345000.0
187,320258.61483589245,314611.8125,343760.6501047994,335620.0
188,698108.5786212952,758679.9375,884695.1969567882,635000.0
189,329075.5382023348,319624.125,337946.89197641856,300000.0
190,653007.0250335879,661221.4375,763557.1473137278,535000.0
191,306769.83491437463,426608.53125,423246.2265308418,380000.0
192,357440.50357557804,422419.1875,399769.73701658304,357500.0
193,345830.23786868295,361205.40625,342501.6646961606,407450.0
194,539714.6028985488,586976.25,695167.332726955,750500.0
195,328892.1303574628,335962.0,353584.2532521861,280000.0
196,194160.44797239505,269480.03125,310125.76618419465,228950.0
197,522407.6352048195,468703.1875,365921.4514766269,370000.0
198,411886.69595586957,474218.15625,443610.62383532844,645000.0
199,684586.4617368329,802016.8125,678717.8393791361,840000.0
200,640306.0606052472,1043250.625,753442.4225480008,729000.0
201,412893.3448593967,454786.40625,418705.132035124,600000.0
202,275437.179169006,310686.21875,364631.86129096395,210000.0
203,350559.6069556768,332954.53125,350635.87308004795,540000.0
204,506917.01892019936,471839.875,401415.6742628337,425000.0
205,384654.88407880155,389387.28125,360653.30135065655,359950.0
206,390219.9043534354,359613.34375,368447.0643668345,349990.0
207,339163.87875982956,383957.03125,378769.8590387426,525000.0
208,885992.2956962569,859938.875,676333.489906528,500000.0
209,278872.8948004195,241302.0,299193.69491192955,253000.0
210,283871.50741041376,258632.484375,300513.76625672553,315000.0
211,434429.70950776193,455696.375,407635.80546086293,690000.0
212,750844.0736970007,734042.25,737594.7413614163,715000.0
213,638282.7162398307,686952.5625,728031.8405087099,660000.0
214,418525.9474726376,464770.15625,493132.81965106935,410000.0
215,856811.3979618939,789551.0625,680792.3248829849,930000.0
216,244669.13876481855,247225.8125,262424.30885312107,210000.0
217,392815.25150741055,425431.53125,391071.9627874552,449950.0
218,245627.8980328233,278895.21875,277361.81439025037,165000.0
219,514719.15922737314,473835.6875,404515.91294710943,487250.0
220,617450.4748267157,576764.4375,593276.5021792171,518000.0
221,1113859.5083971594,1017789.0625,1080303.5064998942,790000.0
222,326584.60146998096,349437.84375,327808.62941631797,340000.0
223,562728.2167719814,536302.875,652737.8109659016,558000.0
224,303599.0076344584,279849.8125,287121.0513802713,309000.0
225,615240.772892948,587605.8125,674915.0271942187,599000.0
226,464944.8843661199,456305.625,439041.16463613394,656000.0
227,245084.21974132347,245100.09375,254063.67094111344,260000.0
228,562606.0776397503,568911.4375,527851.5867835516,1290000.0
229,442354.6095553313,492720.09375,540875.2344255163,375000.0
230,661502.4051041604,677918.6875,564734.1910855311,880000.0
231,273799.1351352347,261452.671875,273091.0793563366,316475.0
232,625041.84867895,526138.0,477140.5732498657,735000.0
233,906657.1518075159,684046.0625,564466.8072847656,1270000.0
234,846177.2156589288,867079.4375,1088426.7315236777,688000.0
235,339514.33993572934,290466.25,317535.99244310614,210000.0
236,246536.64856594926,281947.09375,284084.0763393998,289950.0
237,420208.2531738261,459213.9375,474347.58797543147,518380.0
238,496594.28058102756,556402.4375,491568.2841321413,775000.0
239,572632.2067780284,491986.1875,562247.352927709,472000.0
240,571111.1655162004,560711.25,482904.243794063,405000.0
241,250851.6868585209,267015.46875,266239.4219082105,215000.0
242,645217.0807835897,554259.125,619472.9666788705,560000.0
243,258467.29422419643,253879.828125,292037.21360117896,315000.0
244,215603.81759114555,209293.625,237373.93718742425,235500.0
245,195445.55902216825,208842.828125,235208.78948073788,153503.0
246,867777.2370907571,906655.5,883947.6970495099,820000.0
247,528397.5554197341,493970.65625,432355.4072053368,515500.0
248,1087528.8173517126,1298134.625,1093698.5783518138,1250000.0
249,413930.36946199776,413557.3125,393706.07044803014,435000.0
250,781097.585738841,806331.5,1007816.6010838842,832000.0
251,374108.0417282772,357923.8125,360174.28485288954,324747.0
252,493646.9748343856,636046.3125,603702.9202825003,649000.0
253,729971.7656626806,886956.25,740503.595306215,1700000.0
254,757127.8527114425,702548.0625,705821.6384870381,825000.0
255,307275.30541992886,295685.5,302566.5127090366,193000.0
256,618782.5672296551,593454.875,523869.17188632424,588000.0
257,443499.1222732702,546814.25,492996.0565306717,500000.0
258,358651.30597129685,378041.4375,374897.4518648868,315000.0
259,808799.1717135138,797518.3125,874832.931801926,775000.0
260,368610.4130788041,358442.0,342986.80361773033,390000.0
261,812153.0371452668,754151.125,874144.6800475437,845950.0
262,1030081.488268366,987267.4375,1103979.2183089396,1180000.0
263,751467.3759682253,872315.5,709929.5480099426,1220000.0
264,263189.79387180245,280904.9375,261801.16217604445,170500.0
265,473269.9303877288,495972.59375,579013.0549029704,572000.0
266,605699.798338953,563985.875,565646.9849855541,597750.0
267,537345.5674988016,469119.5,396913.3157051836,489900.0
268,684736.8784673136,657421.0625,573756.5054141354,492000.0
269,549405.5024138454,495823.15625,453658.3499500249,445000.0
270,363901.71050119586,428036.09375,465505.44690869475,871000.0
271,229806.46719165312,256244.890625,295505.6239565728,282613.0
272,533147.4619517067,565466.375,568751.7028279136,418000.0
273,286725.94699410175,261893.875,263925.7648862497,275000.0
274,421410.75502842455,470989.28125,438824.43857114256,409124.0
275,558844.9382887715,513415.09375,431649.05759370094,570000.0
276,582964.1435343808,566459.5,656626.1652694897,575000.0
277,405877.21961852093,382883.09375,353726.3614866804,245000.0
278,346276.7684740753,404071.28125,414720.8158821058,319990.0
279,219317.86158821618,222189.515625,229752.98595621146,195000.0
280,856553.574259439,765011.8125,649475.2168369995,1100000.0
281,337715.7652797136,376066.59375,354119.0640076582,378000.0
282,332469.1231109011,336962.8125,333144.6606786281,370000.0
283,817272.2830982098,789145.3125,839736.266045253,805000.0
284,258823.06766258078,239609.203125,261447.8879523366,210000.0
285,890938.4825211514,1018597.9375,868838.6248434334,950000.0
286,189731.6782885791,208989.65625,244564.80338690538,225000.0
287,523918.418863695,548766.0,489894.5317857219,471000.0
288,318745.08468504425,307511.1875,298894.133319761,275436.0
289,601514.6354375461,698513.5625,641712.0600050939,675000.0
290,823776.5702912473,838982.4375,865840.3066763472,751000.0
291,400580.511057604,405798.25,380344.94864071766,318000.0
292,367555.2243519882,326324.40625,324827.61781517736,396000.0
293,394064.04222992854,397429.4375,379011.49559036654,506400.0
294,210894.59927218923,241013.140625,249659.39577924655,185000.0
295,286044.6418055994,325071.40625,347886.82078374247,425000.0
296,519904.87790010235,442629.875,432495.2136244224,302000.0
297,485025.9868904706,493900.0,555358.2378067637,472500.0
298,395581.4114115869,418219.96875,412861.77351155336,591500.0
299,206221.50262718397,195596.90625,216984.16697504933,158000.0
300,436094.185041069,462065.4375,483997.3234905683,465000.0
301,270543.9214288385,309208.5625,322802.17566009203,300000.0
302,456558.3525998311,495246.125,488586.1402671819,470000.0
303,414475.11950828315,450323.78125,448969.7638439774,553650.0
304,496741.8968694707,517557.34375,533986.0425310142,549000.0
305,664735.0780469531,524376.75,464614.4410450641,559000.0
306,309163.2068361364,314255.875,355333.1645326174,360000.0
307,358856.5624728652,351422.625,333953.48246108036,360000.0
308,392459.9432338526,385162.15625,380247.75403160055,445000.0
309,452244.72333613987,539976.4375,497378.9748174452,700000.0
310,496369.54876547254,389599.0,385947.8496346479,305000.0
311,269837.4463931994,257464.78125,323636.843772486,203700.0
312,557943.6072048268,626013.3125,543252.8231126087,558000.0
313,518496.8572448363,453648.875,423775.8956856815,210000.0
314,500655.5112378988,411671.65625,370759.8211295781,649000.0
315,593849.5160202606,548080.3125,558331.0552761714,560000.0
316,600169.6033891633,637172.5,849739.3120954144,465000.0
317,471438.52273171686,480927.71875,487521.7177736388,440000.0
318,542619.7804026991,539818.875,558588.1431216977,509500.0
319,790125.722795883,786752.0,835140.6257632596,750000.0
320,278124.537961449,283071.375,268742.41464141384,350000.0
321,238699.06958787484,424515.1875,413808.93818979943,352000.0
322,776118.9172856924,711972.0,735882.2056192891,1190000.0
323,504702.3832575814,445950.46875,426559.1478768587,385000.0
324,1068072.836351842,1102155.0,1259834.599997237,630000.0
325,413496.37607696257,395447.96875,410948.23774392495,350000.0
326,341898.54330079723,347933.8125,324808.03842061694,480000.0
327,322171.0472970499,295865.71875,300785.6289044851,229950.0
328,198747.17188430193,211499.140625,241283.99087300393,257000.0
329,263292.99173106195,270594.34375,280366.50059241726,285000.0
330,574309.0622583264,536214.9375,517464.55161295354,390000.0
331,436459.0401913637,434511.40625,467258.829944854,449950.0
332,178952.69824010617,143258.921875,200248.4732537667,150000.0
333,503689.59315848915,564506.25,532157.512412208,250000.0
334,423809.632844728,435839.4375,445598.2883634898,397500.0
335,736045.2292915653,689674.8125,594811.4118692529,386000.0
336,392325.4270263601,384268.75,356753.18271991034,418000.0
337,201357.22420564943,215848.375,229382.02505449997,209000.0
338,332609.5032535586,328418.96875,359553.31583553687,425000.0
339,2174878.648790792,2259834.5,3345346.1364381225,2390000.0
340,407020.464725089,385413.46875,363606.56910685234,238950.0
341,582284.3035049167,547841.5,520148.5029720908,575950.0
342,461863.3238529945,452968.0,413988.2074771007,464500.0
343,1119130.0240039676,934915.875,1044846.9107507056,1340000.0
344,337115.46724744886,318092.4375,321770.2864064558,370950.0
345,492217.21028851153,502617.84375,531929.9864229821,595000.0
346,286661.29463928397,346187.53125,369588.45580650674,272000.0
347,945964.6811754688,661534.25,570297.3225444971,715000.0
348,1949089.9012092594,2588976.5,1736630.1808347597,1790000.0
349,404445.60795673815,442031.3125,443479.0827685197,395000.0
350,238997.9190232308,253596.703125,307694.3208726144,350000.0
351,605425.282285157,566864.8125,562317.6292494071,626100.0
352,878775.9417441613,849366.0625,761910.7230245485,765000.0
353,439708.595792001,443664.03125,363000.3056641629,515000.0
354,322171.0472970499,295865.71875,300785.6289044851,365000.0
355,852208.8492989748,940187.625,974938.9694717508,920000.0
356,843518.7293793152,791079.625,704721.3414662937,670000.0
357,1067019.5726368676,1140395.875,1038742.4744533884,1580000.0
358,368300.9941676876,361125.84375,376941.119821348,245000.0
359,624365.4278874351,596231.125,463260.6490877763,710000.0
360,1719376.3347934636,1286890.625,1532979.5169877654,2400000.0
361,441592.8988650832,370577.46875,382007.03232244303,441000.0
362,816086.8497803052,859127.375,940570.1521662422,835000.0
363,227375.22653702987,376272.875,377518.42045629583,700000.0
364,250264.69719343586,261160.359375,297333.4818585211,134000.0
365,425889.93897641066,434847.59375,416789.26341778587,470000.0
366,638852.8523572448,466630.15625,391900.126200284,680000.0
367,648497.7022907244,710655.9375,764167.3860845205,740000.0
368,458562.049520548,455377.5,448904.2116005285,553000.0
369,1197124.7814588568,1281446.875,1196670.4020062687,895000.0
370,280813.7384573184,379306.5,362891.7778648465,447500.0
371,977476.4172916544,984739.8125,802237.5745659486,1050000.0
372,616163.6842800985,485996.15625,463484.6574780942,385000.0
373,953861.7652264558,1079483.75,965571.0936193467,1300000.0
374,507873.5128523223,517710.875,475381.51036808605,535365.0
375,554597.7856157008,391530.28125,388816.10539515,591000.0
376,509984.7829761802,569170.875,559650.6248382966,680000.0
377,646611.0635411782,658125.5625,673519.5179143843,491500.0
378,461529.14045192365,466269.40625,455655.38960447366,460000.0
379,224245.47365001537,241272.3125,290318.30446159147,230500.0
380,691749.2693499865,787506.375,639370.0422392879,760000.0
381,423486.98911490146,456121.59375,463351.1556441825,478000.0
382,589630.687773956,633144.375,606864.2864649767,525000.0
383,350559.6069556768,332954.53125,350635.87308004795,165000.0
384,356272.4938386592,368458.5,422092.50161834364,345000.0
385,586349.1036971617,525467.0625,459484.36840406817,375000.0
386,322103.6199747125,306742.3125,324971.6031620403,310000.0
387,414877.34996212035,385392.875,357847.34167208197,619790.0
388,264498.3582171953,256019.1875,270661.9851907862,280000.0
389,483369.9520877816,551360.0625,613315.7727337265,409900.0
390,373292.06503738504,445126.59375,398118.30165890505,382000.0
391,516106.8005406533,599860.25,622203.2533719712,610000.0
392,274939.80630495335,265099.28125,269043.45241048804,299500.0
393,691087.1161635668,717417.8125,779939.8462355105,274975.0
394,460640.42417125433,509892.09375,567642.7687065982,493000.0
395,238415.39379209958,255743.9375,310591.5908754678,220000.0
396,334184.2085091098,342214.71875,354800.23651225225,589000.0
397,396744.88672507735,448741.84375,380424.0478697916,370000.0
398,358632.57937895664,466940.4375,443590.687995794,340000.0
399,350415.9507308512,320787.90625,312612.43744622194,379000.0
400,258569.65315298393,236937.84375,232393.77536995625,250000.0
401,612488.4495706996,719851.5,728064.1708338175,547500.0
402,651918.8284363204,611021.5,629899.1768136349,565000.0
403,219330.43342176356,207416.5,236351.96852266855,201000.0
404,262841.273096004,284089.0625,296040.12899665686,269950.0
405,495902.3110419323,514650.4375,499966.73247987445,620000.0
406,323989.55385138246,402681.40625,405461.6829803916,270000.0
407,552545.81356182,595076.3125,660325.2967129754,750000.0
408,305552.2994155523,318467.625,294623.3105461804,371000.0
409,954995.1068523641,904605.125,763112.789623444,875000.0
410,297987.25872503855,312726.65625,353070.9861007012,354950.0
411,300644.09011231683,304985.75,367400.9160889933,318700.0
412,265725.7866230345,279666.0,266458.1727339964,215000.0
413,250425.8043380846,270397.53125,271697.82692397595,240000.0
414,566072.2903291018,486641.75,495993.091964471,640000.0
415,710866.5949562048,662490.75,691502.0695173313,710000.0
416,615475.9218320583,680999.8125,705571.6960330093,935000.0
417,1047740.8417157568,1076807.375,844563.7421294661,775000.0
418,305090.7315992125,309602.1875,299020.7866503634,349000.0
419,347105.11416228313,346667.90625,366555.5321642121,300000.0
420,451453.9910830688,428910.96875,423942.62676145113,310000.0
421,380972.592861864,465942.6875,448853.6921996328,465000.0
422,416052.6247276714,389526.9375,377859.94609966874,552500.0
423,480352.23564991023,425449.78125,406625.84878235613,370000.0
424,287927.59312781476,295923.0,318716.4976753359,345000.0
425,334778.6681061073,327951.0625,305233.3199913275,377000.0
426,672185.3778739716,684707.1875,654662.8651433141,680000.0
427,360954.63779681234,355525.4375,322385.57950499526,279000.0
428,935084.3119701508,1040196.6875,1210246.7574435554,1130000.0
429,315085.82219075965,320373.34375,316462.68113408587,285000.0
430,385719.50887150405,411127.5,358193.1255336633,550000.0
431,1019539.9879665301,1120107.25,1407827.4491204987,1090000.0
432,550337.190964142,506642.0625,480804.4675589414,525000.0
433,815884.2662673808,682028.6875,587381.4391968232,780000.0
434,609304.0730012113,492680.625,475658.7701075929,637000.0
435,375836.17323108256,351263.46875,339168.4593252874,290000.0
436,737761.9875277118,708769.625,636596.5235263673,525000.0
437,1419228.0084106124,1345375.25,1149481.3169972752,2230000.0
438,493826.84747733385,580147.1875,546320.8802359988,500000.0
439,542926.1697215837,575049.75,554495.6935952964,571500.0
440,289464.0254884409,287810.875,293766.3000137277,250000.0
441,809556.4043713455,858711.25,640771.014889083,700000.0
442,623965.1813577401,627741.0625,684088.8104769776,620000.0
443,288590.3478321917,323075.5,336026.4657197773,333000.0
444,822615.1768860213,792384.3125,846371.9842517144,734000.0
445,470670.05430167407,390945.21875,385009.3563384785,220000.0
446,1607208.0964863375,1986201.75,1936335.2107606737,1800000.0
447,257692.85387559168,257353.078125,289177.9894796384,419000.0
448,533733.5260345124,542798.5625,558789.5043336252,475000.0
449,611069.2730655724,580855.25,624920.9115277323,739000.0
450,195144.38249396306,179935.234375,173629.2155066841,533050.0
451,508762.714778796,498849.15625,435606.6463015198,825000.0
452,1012614.9412009169,1120993.25,1095607.4187358809,1990000.0
453,304385.00309841265,321602.40625,331429.63393066224,304500.0
454,298970.2596604507,331171.9375,352018.53481029527,337000.0
455,395948.05228451645,404728.84375,412179.95629670704,374950.0
456,387789.41084490746,356035.0625,336746.13220753544,373500.0
457,427864.15101714584,383752.75,415366.61216271215,652000.0
458,237145.35299221592,280854.59375,293136.363418212,275000.0
459,285113.8797575745,279998.78125,324332.69186116644,265000.0
460,554826.5083443591,585616.4375,670529.8060676459,800000.0
461,175232.51420559004,182072.921875,215707.0144397271,160000.0
462,409482.4114260229,406991.1875,442237.21661227214,379880.0
463,771851.3588999214,796110.25,1021556.2381907348,730000.0
464,246899.70134881634,240223.53125,256212.34397703083,270000.0
465,350593.9915080519,381709.84375,382347.63906790275,300000.0
466,271858.37095811253,265596.8125,291463.1160453101,289950.0
467,186413.8013617223,237373.671875,229380.6104456195,500000.0
468,464521.9790816144,404667.875,422167.72246892814,355000.0
469,805734.5872906685,722052.3125,576218.2376707864,925000.0
470,340779.4694645785,389369.09375,333094.7384890917,295000.0
471,682891.1860059687,692976.5625,648711.2577253332,800000.0
472,378764.8427111133,343953.0625,435842.5506404488,285000.0
473,578944.6005769791,499256.0625,419009.1813614439,477000.0
474,427677.766092864,419424.21875,393897.9444619847,502500.0
475,1241877.6531153522,1145229.5,1010235.6427014465,1300000.0
476,932319.5514398847,1210138.75,2042196.6402026596,1140000.0
477,280043.6939204267,301018.59375,315827.6627669556,310000.0
478,683627.5503984574,571789.9375,533554.7138479976,435000.0
479,876363.6084218932,960532.25,850709.4895530398,990000.0
480,522482.472960146,447876.5,405615.2983320524,418000.0
481,542310.3049766632,553514.8125,498748.20535527525,415000.0
482,410018.41706100915,426869.0,403770.3048885861,390000.0
483,620372.1134175844,588163.0625,540821.6618503149,585000.0
