,RF Prediction,XGB Prediction,Reg Prediction,Actual
81,424962.89637232036,425040.1875,390922.9829115275,445000
82,1192512.9549757661,944890.5,703292.7886596546,1070000
83,344934.1409849436,324448.25,303661.50051654637,322500
84,197858.39078348633,229320.625,234920.18199322556,225800
85,241955.6299228984,219928.515625,225116.51370827013,110000
86,320073.4445176942,433239.03125,438988.55107927276,305000
87,1489071.5286059657,1682823.0,2053693.4950402721,2030000
88,463994.72623186634,519470.53125,526115.742423401,352000
89,853392.2030202098,885179.1875,670819.1188703384,1030000
90,720317.7425421108,712328.5625,805174.902260867,675000
91,291166.6266584754,297372.625,302255.25222844834,325000
92,238687.3321944709,238925.5625,249761.79183417055,254600
93,476843.86032425426,394677.46875,427213.1019914982,625000
94,622054.7152251523,561583.0,522229.5883525472,808000
95,309101.99394103937,308691.78125,327407.724810768,506000
96,426827.2923151784,440250.03125,409474.57718012604,432500
97,956195.4705654497,903904.9375,973936.5325252335,1050000
98,319852.1973510275,390309.6875,384823.1001967199,651500
99,299645.7508146507,319210.46875,339335.5261776952,292000
100,1950406.8773427631,2250691.5,2569398.2413672423,4490000
101,390510.93630693294,411838.15625,437528.3544742771,380000
102,526150.4933463036,525546.25,554522.8502649524,432100
103,585204.4336219307,606939.3125,634378.6611743417,680000
104,332387.47648999636,276487.40625,324157.8265896415,260000
105,583615.6992439342,536762.375,523418.3553278834,646000
106,573270.4099308291,516947.625,591092.2616643672,471750
107,368105.4836376184,424823.375,395523.4977112972,560000
108,393424.89351276046,322955.96875,321075.91741567565,257000
109,356386.79845783015,376929.40625,402231.4419921202,340000
110,300619.35514152143,272361.59375,277089.1843024125,348500
111,337003.2151696979,350371.53125,351700.2967110459,392000
112,888017.1626610322,759971.0625,753804.1884527513,706000
113,392814.93782137637,407718.4375,419454.167091096,370000
114,611127.3700648632,683999.0625,777288.0419695925,769000
115,525865.5705588418,504308.90625,601221.3602548671,650000
116,356902.9668332246,377857.625,382008.374035116,545000
117,267950.34067115054,270418.9375,290627.1250059507,422000
118,629613.6233620981,614361.375,546418.0286731555,915000
119,547210.6646183614,542920.1875,568760.640590693,515000
120,560407.9782658063,578108.0625,467438.0906491812,420000
121,739258.4773654796,764104.75,779150.103630259,731781
122,459508.6905961496,520337.71875,507560.96177951526,579000
123,665717.2977966531,657936.0,640917.3937341939,1300000
124,787035.0995958421,697332.8125,691731.9682800176,560000
125,1080005.3058169284,1023442.1875,1253136.9989560787,1210000
126,276812.6188933754,327452.90625,351236.05936177983,509000
127,719494.8020022146,639619.3125,585617.4357761752,425000
128,1015131.0627089951,940793.9375,979155.1670819812,805000
129,365879.4809983202,317272.625,355861.55686707,325000
130,333421.8233390927,308840.78125,326894.2417987467,310000
131,524204.3385387699,558379.875,490031.70613683434,540000
132,444908.8810259921,453885.15625,440165.5146905162,458000
133,329627.42293700145,410946.78125,444040.8714516054,305000
134,362986.37011081097,416732.53125,398249.04453229584,485000
135,515412.98384741653,556172.6875,491399.0582617145,540000
136,2423969.50825703,2821226.0,2077129.9166762668,2950000
137,645549.8449545826,451106.09375,392350.1807638551,709000
138,285978.6288918023,267877.3125,292574.0225774555,181000
139,401429.1006927149,467917.5625,456665.51046445355,785000
140,364728.49347667664,361856.375,345402.03158672916,460000
141,420190.025534584,434835.96875,433769.93660245487,689000
142,647974.1829941409,625681.5,573439.4992307848,1110000
143,297852.4363340404,299580.0625,317996.03174495336,425000
144,1336070.7418483233,1047689.4375,910304.9310606569,2050000
145,246810.90658778377,243234.6875,184214.96648377363,249900
146,195648.65782931264,240335.8125,241303.57509753256,175000
147,387157.30122036353,388377.78125,381788.2452008959,482000
148,850621.8977447681,804610.0625,805271.6368038395,1300000
149,504487.4948924276,494159.59375,604880.4332441726,430000
150,500126.3848557758,520842.15625,499792.88172131765,259000
151,354195.6773071931,379994.78125,347928.55176609155,565000
152,433904.3738568447,461347.28125,448420.0244741624,480000
153,855187.7674606892,961703.625,998391.3788806027,782000
154,412333.1242312377,427217.21875,439508.7260293488,409000
155,207029.52394463422,221776.484375,235709.14372966718,147500
156,352710.48589474504,406401.25,386650.4653855699,375000
157,665785.7080481495,767404.125,697021.1382805118,746300
158,505116.82496042806,525889.6875,408538.0966638183,730000
159,319668.46135555656,301026.90625,290347.48235190375,215000
160,358375.2509123983,306473.3125,339048.06016458746,397000
161,362432.8124808477,405192.65625,436665.5230392165,333760
162,813105.9652524121,786451.9375,970839.0673870217,1030000
163,473017.1915182828,450260.65625,493079.9529786551,550000
164,427153.83409573813,416030.84375,419035.65768407274,419500
165,337773.84820016974,378851.34375,390333.4314701143,295000
166,419518.9822895387,465534.5,468047.99993491307,475000
167,290520.9355378175,336220.6875,299928.31033708056,290000
168,468537.0021554681,426207.15625,404176.1906075313,468000
169,605777.18680063,492497.875,517645.5569125197,567000
170,402710.31526517536,488796.21875,476390.4042535719,665000
171,407278.8331932948,467139.09375,459286.8571815694,539000
172,729351.207186851,781814.75,843853.0378807933,692000
173,366945.50621847657,350489.5,355258.3158705329,589000
174,187794.93477086566,221104.296875,224817.54387467811,275500
175,568775.2014154802,583249.875,526298.8246311761,930000
176,436472.1240684768,453683.5,407060.20160196605,395000
177,370929.18358085916,369774.34375,364092.2243943129,505000
178,246671.1015211941,213830.859375,219833.7479489378,242500
179,502149.02639902773,504053.59375,452081.82832598285,445000
180,242432.07737760752,263199.375,266284.7926499785,237500
181,349437.6215133583,410524.5,408258.0208754704,292500
182,488584.30022122647,370480.28125,377750.4287377729,397000
183,346756.66430535563,368847.0,377952.99848179775,310000
184,450647.881147183,440900.03125,466069.6006760237,390000
185,663020.5525550132,692228.875,564061.7547571264,750000
186,597895.4386494496,595341.9375,684732.8970843925,429300
187,1342218.207081243,1246407.75,1104788.0810559678,1700000
188,586802.4501861238,619835.6875,714894.7733680052,517850
189,873821.7713528265,935981.0625,1015953.3789258632,1050000
190,321099.29256582266,312453.59375,301313.6397346309,334200
191,504244.4218014532,519703.4375,543337.5537215145,419000
192,941758.9124745817,1025405.875,856674.8293783772,1340000
193,575974.8432317786,536107.5,535183.8327235122,575000
194,421888.6963489305,445358.4375,464335.7891523156,435000
195,650309.96457508,733192.9375,753801.8716941037,655000
196,583223.6096304182,646301.6875,747601.6935265589,585000
197,470402.39871686837,441101.0625,402186.3558393957,240000
198,1204216.7023602782,1071095.5,1200254.100981983,985000
199,510386.2075520275,459099.65625,424259.57650553907,285000
200,837916.1052654164,802940.5625,1025771.2608258106,797500
201,362556.00638413563,308034.5,343902.2566622045,447000
202,431585.69820719876,512049.875,474125.4021216362,446800
203,366750.6138068693,401711.375,420678.22124363395,415000
204,1421017.920831327,1115610.625,1609335.2564986276,970000
205,571032.0952520878,535928.625,547775.5609875259,600000
206,429594.2310646509,423245.03125,400050.8809091584,549000
207,436197.00902549876,493287.59375,486182.9237745456,615000
208,464708.036873771,491464.71875,471183.4316823878,335000
209,1324594.5699085793,1363991.625,1116703.3089692278,1250000
210,533532.0969961754,370868.4375,378456.7760844084,281000
211,222442.66931792776,242287.5625,294540.5210995993,82000
212,272629.4524941815,276982.53125,287925.11433878064,380000
213,487426.8943869364,555694.5,481229.8535832277,303697
214,1002944.7514527076,923415.0625,973728.9350538895,860000
215,239194.33907149523,257116.109375,262195.75059047935,270000
216,447107.32979343727,421239.28125,422589.3584651782,306000
217,1287978.5987670475,980218.0625,811775.0259840175,838300
218,249801.9511147494,237786.71875,257964.29498292235,275000
219,900724.461722033,755547.0,831508.0965367632,681500
220,459118.35641965526,454232.4375,440756.6031947184,495000
221,524427.1209881217,489727.0625,539117.8598522707,550000
222,316449.41317210445,394580.75,430393.5302862156,284950
223,631280.266339805,637305.5625,731028.7241307577,640000
224,583434.8765632445,585144.125,642376.0004369292,572000
225,419148.1820762751,394373.09375,379697.87884186493,460000
226,827339.9573157183,952040.75,814322.7829599775,620000
227,690476.328244809,696403.0625,672035.1351171997,542500
228,457722.0806643568,479252.90625,464941.4542358512,400200
229,282076.8112406995,371089.90625,385776.7345087603,295000
230,339735.2288676654,318589.4375,304799.11915696843,268643
231,421316.2559783276,390200.65625,458160.39875009074,369950
232,440846.77548007964,444405.53125,398237.8185734282,334009
233,297061.2334012742,303378.34375,287408.9605910106,305000
234,238502.43023931564,241925.515625,251711.05080012788,218500
235,463577.2187504772,448020.46875,487294.03277245857,461000
236,380544.9758668265,385085.375,416082.825509988,379500
237,362077.26299791894,411526.4375,405872.21852883796,390000
238,503192.8444560462,457203.40625,435375.4304754983,474950
239,266210.5943788992,268925.75,269008.1638313555,259950
240,360005.7896812191,392518.75,403011.4485393563,455500
241,573991.9335906015,555443.875,548630.9441565648,612000
242,631718.258352491,622569.75,535045.8132342575,525000
243,473742.00292376353,553266.25,615890.1315058102,650000
244,779207.1957695045,783313.375,678530.9261425355,880000
245,329241.81342202873,345278.1875,354595.2658615422,505000
246,707725.4855621133,796599.3125,688871.7227946345,415000
247,553638.8819869943,550866.5,527950.0680510119,572500
248,1402591.9995189342,1761756.125,1939144.6586776224,1380000
249,2258748.427454719,2300135.25,1931480.407691892,2300000
250,283888.9127306685,289055.0,295003.1831309161,110000
251,297309.4223266485,424181.71875,410015.11316979706,245000
252,425072.00510008924,445488.0,457122.7577133544,420000
253,461453.9001944866,465091.1875,504565.57795633265,450000
254,247362.10893646348,271960.09375,300728.13543878455,258000
255,398642.5038283626,343013.28125,355562.80431963975,350000
256,319323.9732943948,305875.3125,318710.07518737204,390000
257,444247.60839324375,445488.0,457208.16226928926,599950
258,439353.87395176466,408478.53125,360334.43217158475,415000
259,317314.4733980257,331624.5,322622.7218299296,385000
260,630453.5754384975,598334.75,550839.1407821894,629950
261,487190.10630794585,465419.96875,448075.8192944506,529000
262,378838.64236945094,366323.6875,377166.58956246846,549900
263,460704.0308602416,395425.34375,375027.27018272504,464000
264,526299.1841746382,567601.625,607822.7777650144,605000
265,452227.237944704,494597.59375,466450.60510671703,619000
266,417981.98496960377,418476.5,409562.5175911822,325000
267,1179367.8503583502,1259794.5,1239939.9918884814,900000
268,431853.92074214335,414160.0,390371.6730283601,395000
269,629423.3277289213,630159.5625,560631.4721823479,377500
270,444349.5346286171,422808.9375,406040.03406850406,315000
271,646623.1572607752,673541.75,775830.768528619,645000
272,660073.9607026536,557192.0,477862.82167819154,470000
273,241712.6349903438,240303.5,260378.04660454614,304500
274,341225.4989935819,468363.59375,463226.3032477578,375000
275,540750.5995893147,569593.875,584216.3628523984,440000
276,618895.3743850235,624432.0625,680762.9218767307,340000
277,465235.99294303794,409309.125,400548.54633002414,575000
278,535474.8579797258,453579.65625,436421.7924605136,432000
279,377341.69967416476,372438.25,351193.65998856793,337000
280,1694972.288098418,1421673.25,1993728.4225002923,1030000
281,1167933.2420299363,834185.875,827400.3421553826,790000
282,578311.1073062839,629676.5625,688248.3600419611,750000
283,770810.9620494501,786349.1875,960560.391699855,720000
284,352458.3065135669,334198.375,350642.87280589616,234000
285,1152086.0741892476,1081633.375,954939.071451281,1070000
286,319069.6227703301,308049.78125,341414.1879240913,292000
287,468283.7156250408,466710.71875,425760.1351292898,235000
288,522372.6903463661,531474.5625,501316.63563412946,499950
289,410562.622089165,419695.875,423487.8569799082,438000
290,312002.5542556611,313333.5625,366466.31196601817,318700
291,275772.6143465395,266212.25,276717.78936664865,245000
292,486764.2068011732,372814.21875,377472.9299680466,462000
293,545813.3471067841,544582.1875,467843.9763030938,750000
294,212905.69428326757,226033.78125,229356.40830236927,195000
295,943205.0964966217,959206.6875,1209056.6428728097,969990
296,346719.41679456556,312739.46875,340032.265324162,375950
297,440483.1213327489,404406.28125,390148.7568939976,355000
298,259980.7663393496,241373.8125,292806.97905094794,100000
299,498828.79192353727,434120.40625,389595.8062781267,415000
300,645620.4475560281,757123.75,713287.512420222,600000
301,549174.0469502724,594935.5625,591380.1645738824,568000
302,1242398.3902076173,1498930.625,1544383.0642754834,2350000
303,220764.50244648365,219499.59375,220656.64131527607,225000
304,358115.5811213185,384378.34375,395030.16667454125,507000
305,636867.0653598503,696692.6875,567359.9235729381,665000
306,538935.7528495527,581522.5625,518179.68688771233,651000
307,449249.3131823621,428427.34375,412941.6279106004,243000
308,403334.2404470536,437524.0,418093.0299214284,548500
309,468895.9191836129,461717.4375,491341.4093913796,476000
310,509752.85696955764,428640.25,442103.27855684585,852000
311,429398.3490262709,449818.59375,455974.0823006488,480000
312,1190918.189297155,1288684.875,1416757.6880288795,1480000
313,464135.7269690553,392719.46875,357148.26363532647,570000
314,469699.63639154204,444945.78125,433390.63517950475,500000
315,281514.58494829276,336107.8125,344255.9764902369,295000
316,452282.6475515889,466136.46875,469800.02207831934,333000
317,271927.01970810955,284211.5625,320212.6153486739,245000
318,340656.69476406556,339080.75,356227.93213054456,346300
319,848958.6989718073,839473.8125,819070.1508055353,1350000
320,228733.98034156626,237364.625,247902.39540181725,200000
321,366833.6741791556,289115.65625,310357.3237284665,158000
322,512072.34940793994,515117.90625,472592.2113841769,484259
323,1986584.4229014434,2006169.625,1770891.256536044,1620000
324,521144.5680391143,482451.46875,469944.5949733174,510000
325,182272.61471942277,205249.625,202476.8908550098,225000
326,448249.2445206845,409477.0,388189.99444203544,380000
327,405200.8547129631,341972.96875,359370.0153905843,364000
328,1582479.9343957275,1733547.875,1593172.7547947576,1440000
329,528169.375157662,495969.75,416232.5942330779,575000
330,478071.89113328414,423651.71875,418967.5312498611,490000
331,440460.4246983601,428577.71875,453664.84067516576,465000
332,229919.14780506247,252589.953125,264486.27887884626,272000
333,490026.3228382673,439011.125,480065.5446296205,395000
334,441188.51960368006,444527.1875,354252.5123721983,230005
335,355093.08748973155,311662.5625,313634.79690399946,190000
336,668408.0768683243,736792.9375,631978.9639133617,485000
337,563062.7687937843,646110.625,643099.5613977622,740000
338,256318.78519070268,248993.8125,261774.99554425525,260000
339,310549.5227140293,304449.5625,305038.99707164353,337500
340,271539.97639853734,303591.0625,333726.45005334157,175000
341,346485.2736889241,330183.90625,301240.22344722785,272000
342,989053.6410863186,988950.4375,1255431.542069203,1060000
343,491173.16713427065,542002.4375,546083.9143546995,405000
344,558411.9104682343,497000.0625,482583.45020408387,920000
345,314604.4769618433,317924.125,306500.2476925628,335000
346,417674.0600374596,501241.15625,471086.70876720105,370000
347,496632.22142275196,454966.84375,423941.5900651582,505000
348,487721.0401749607,427108.4375,446433.45461072295,358000
349,216702.99938352066,208815.734375,209296.4623321777,237950
350,526569.6679773079,410259.15625,404030.2290272775,285000
351,244489.0734610384,263736.84375,313855.62421082804,204000
352,263656.8608161061,293461.96875,318581.44068224623,299500
353,288867.52718908334,295422.78125,294011.60450819216,272000
354,591734.4583420639,627825.5,665649.8719153588,464000
355,719672.1004593115,707999.5,814687.3553869978,695000
356,422905.3070936977,420708.15625,397586.544667026,320000
357,533520.1309977997,475990.65625,488774.0671260887,439990
358,467885.7192425333,422430.875,406962.6821592723,259000
359,532036.2071401519,535278.375,479866.42167946184,426500
360,536824.4984732551,488796.21875,477281.19635440817,568000
361,274597.471834009,258261.796875,239271.76628089737,270000
362,166001.7503464027,186254.015625,169671.93582414443,115000
363,1220226.0717210292,1242432.0,1140125.738285968,994000
364,1659643.8557464646,1895308.5,1937476.4748820732,1800000
365,376754.52272170334,406853.8125,401837.268861409,635000
366,394698.271291895,435716.03125,438268.19588362915,435000
367,424912.779221675,365091.84375,390517.9916406448,315000
368,786039.3535153341,692465.25,662948.6845658653,745000
369,461470.21203622594,444298.3125,388702.4332465911,581000
370,666050.2979107377,637049.125,541135.3501747437,452000
371,388521.57583572116,463939.375,448854.6213461726,210000
372,625441.1376868918,642864.75,565417.4054127538,825000
373,306995.5878322138,331151.09375,347593.7734358424,369950
374,551693.3558799125,552998.8125,583944.1103995142,580000
375,240365.7022093815,306188.1875,338836.1084465369,360000
376,268112.3218426358,293200.40625,291293.43353231484,279950
377,660858.5618297204,494712.25,465580.02709603246,772000
378,371776.3557929282,343946.84375,329790.48469779576,379000
379,505833.6607168733,495059.125,516033.5289539621,657500
380,460584.7012880096,491269.78125,470065.2764747675,300000
381,421316.2559783276,390200.65625,458160.39875009074,419500
382,485672.81670675863,446963.8125,431774.3943240439,445000
383,318725.763310684,316945.71875,312591.8193149525,455000
384,504128.670131895,572860.25,497577.06057623675,630000
385,567118.5196402771,525138.9375,512123.0317058389,585000
386,365890.98493279616,366655.03125,371659.80107859353,610000
387,362434.65118027816,411483.65625,393941.4986462365,330000
388,860580.7528294737,750847.125,765652.383795175,802000
389,247176.39464385624,329604.40625,356588.1376753925,375000
390,912680.2849025358,946652.0625,1053216.9223631406,805000
391,317396.56006977236,317846.53125,335213.06383823795,375900
392,373785.0600360648,369431.03125,443955.33818655595,356000
393,249712.0998943999,257593.46875,257340.68283219278,280000
394,241247.58935352656,331071.84375,351955.4178390315,364500
395,567487.0854519632,516068.375,527681.972038644,585000
396,369222.5908826633,385710.21875,378796.4660914515,350000
397,542508.3434267394,551765.625,591365.8638620004,875000
398,221514.39521131665,273277.71875,308622.82306135993,279000
399,496583.3610043961,579210.6875,680882.8049068891,750000
400,526032.5675298922,577916.8125,575003.5386621117,615000
401,504624.8771929118,520565.53125,583038.6270947257,590000
402,741348.1784877977,716786.625,619813.0399221235,1010000
403,297291.4700878253,296593.75,299863.64802578476,315000
404,477026.3325275958,501361.15625,469201.74306062073,430000
405,415506.7590161325,452229.90625,479321.84426096635,434400
406,342109.70635816304,360779.5625,359567.33876667725,330000
407,543102.0289183427,511903.375,532767.4487707878,561000
408,480191.9056771763,511578.84375,551980.9781793825,293000
409,214800.7616825485,246352.40625,286851.3570968531,365000
410,353123.8188797816,419008.03125,442678.7892254081,355000
411,224911.37224768652,266247.8125,285588.85986784834,275000
412,513284.6315579288,453455.96875,476872.83319096325,544999
413,677027.3237313756,521865.375,411312.36558438506,474905
414,267162.07743870775,258713.890625,268996.0818306159,229950
415,905831.4462708354,889177.75,641158.2584588436,845000
416,435930.08117610944,396141.71875,354962.1797646503,307000
417,245939.07687670607,250892.609375,257478.68250679938,276000
418,949099.0401159422,948202.5,1004098.8723922897,1290000
419,376238.6095768567,390476.84375,393714.15913376305,499922
420,303895.3717457499,409370.8125,431669.45396107715,170000
421,458741.9955688658,460115.6875,425905.7584592139,408506
422,232386.77892935983,208600.171875,221187.11159841498,185000
423,343850.3963506553,349688.53125,385493.13564409706,613000
424,572775.1399598956,596401.1875,591156.136768545,440000
425,1463032.4675528007,1519966.125,1702780.0763763292,1070000
426,446832.2975469599,426440.125,423026.8769537724,560000
427,491503.90173955343,509275.40625,490580.1298705755,423700
428,369622.4434053476,319920.875,316454.4330639213,379900
429,290098.01969006454,335466.09375,386991.76744835346,390000
430,544091.9321461371,547488.4375,573030.1624576619,580000
431,561770.7453878883,603886.75,617314.8144081405,604000
432,1875434.4413304059,1952691.625,2348291.644083581,2000000
433,593208.198648335,597630.4375,730638.9826450897,655000
434,923091.4349654368,705034.125,614567.6709572958,618000
435,628032.2234148831,583956.1875,495140.8900743662,429950
436,454618.4212378063,645827.25,633428.5861306298,675000
437,558249.8644734274,492779.3125,525715.7068650002,395000
438,343940.3968461,298309.6875,308530.6906092555,212000
439,137081.0217700912,118836.5078125,175649.13473454167,156000
440,731679.0392042308,788010.5,1004907.3256127405,795000
441,318725.763310684,316945.71875,312591.8193149525,249900
442,365236.1093670544,333974.40625,349988.4370064223,365000
443,289728.73577579146,306584.375,314918.9603570921,250000
444,510801.53754334943,500128.15625,475246.42246827047,525000
445,714297.2754235752,824295.9375,1067181.4001281094,858000
446,470351.1810706523,351436.71875,370384.25879931846,275000
447,655779.4981707699,380579.75,381613.79104674835,220000
448,180689.05733242296,208973.515625,228154.2177382949,205000
449,470664.85759434337,484120.8125,474827.43382931285,460000
450,479630.9992634251,573475.75,494331.5418790979,630500
451,1568330.331307184,1633686.625,1249818.4600084333,799000
452,441202.28973911656,395147.5,344693.79981970746,605000
453,366945.50621847657,350489.5,355258.3158705329,210000
454,364522.420659349,373119.75,386354.9253600209,465000
455,346221.3565165414,439308.0625,421363.2026603575,378500
456,498280.86115697556,451710.9375,456822.71072714747,465000
457,1177582.2434122905,1192576.625,1438972.3396447415,1300000
458,393180.37322641106,426280.34375,421447.9975105889,250000
459,505077.71063061437,490124.6875,445182.32297389646,489000
460,581020.9158113824,562387.5,491890.3122733015,415000
461,641647.0426783685,514512.0625,478729.1139375048,543000
462,430374.7854282446,466817.5625,459746.94815685326,675000
463,188990.58714319218,193114.875,197677.8357063158,215150
464,513965.8739043561,472536.5,428108.0582601444,456000
465,503273.0984114858,510554.34375,465956.9198932141,767500
466,1125189.962467161,967496.3125,833608.8355251837,787888
467,531735.0174833948,511478.84375,493540.09358744364,650000
468,740091.8007797513,868867.4375,1070311.6657208714,780000
469,657159.841591174,658391.75,566639.3581849361,670000
470,332843.32975255785,294238.21875,284205.44015705737,305000
471,952544.708528579,892123.375,972640.0901242628,875000
472,680434.6017611799,711882.375,712507.2560770402,750000
473,315931.45752867,305464.875,297396.29273123975,315000
474,516058.7136693296,529886.4375,576361.6021893288,495000
475,566538.4012499312,495488.9375,429050.8034436339,485000
476,589903.4634173334,655512.875,590338.026859961,687015
477,445513.8846492214,455249.40625,460835.50075767096,442500
478,741496.4336216425,783682.5,872520.4909594669,810000
479,537829.1469893267,583446.25,515016.13595886005,500000
480,500865.35716690746,630549.0625,557498.2589853159,674600
481,525425.3963092284,509837.65625,477396.1569496652,435000
482,263132.5667173108,290822.71875,316115.3066912275,290000
483,514326.0377802726,534928.3125,538638.8875486341,367500
484,550215.9874102826,521981.34375,544389.4304346754,528000
485,322940.37024050707,371460.625,346631.0240982111,416000
486,589446.0010721236,564175.75,640868.3969172074,663000
487,611915.9763621046,575113.375,543185.6971990458,562000
488,928225.661757053,857531.125,913872.8880124976,895990
489,338933.4083590386,326302.3125,400276.2996126281,374000
490,325840.4811412804,322552.4375,328240.3097410514,600000
491,226384.96586620962,253557.296875,262971.0130198433,250000
492,463210.0228676233,545479.3125,590013.072330071,550000
493,433129.9132710367,395138.46875,419301.1261388673,285000
494,323501.9313429984,372294.78125,374550.91787189274,428000
495,411717.8070376665,439798.09375,519548.8266836412,415000
496,408739.6683842546,370813.625,366721.76400214137,296500
497,703344.1255538531,599392.4375,662715.8124846463,325000
498,559730.3236427978,567046.5,667849.5731982932,465000
499,392913.6228088689,426956.53125,394546.454257921,275000
500,735850.4075283308,737331.375,795960.1201290637,739000
501,728459.198984529,736508.4375,841132.7446319549,695000
502,388208.2149445934,349467.5,360524.7180499047,320000
503,310859.15656034916,295136.40625,308488.8902207688,310000
504,257809.66355435114,279009.34375,277673.25717402116,492000
505,549284.1778373384,565250.75,609484.9279224846,550000
506,398160.8473143238,378524.5,336883.1599951307,500000
507,275460.35523375124,272460.0625,308046.8129963909,174900
508,706588.9783835757,582306.75,523455.2802737586,727000
509,478574.37599339697,520379.40625,488887.1776560236,401000
510,713717.6178723784,705809.125,674550.732744016,770000
511,446011.12304188387,425831.34375,397997.84556981234,520000
512,681116.5388616271,691837.5,796627.2189200982,669950
513,430069.24891064543,373920.53125,355152.26143344695,660000
514,328472.48241627694,348146.5625,352388.76745657757,265000
515,542236.551760891,557504.0625,520350.36391776777,747450
516,364287.77459566836,379850.5625,386829.2367333264,270000
517,423684.74840701406,436083.90625,503378.0840600048,599000
518,249942.04696825254,256592.140625,290084.70190355007,255000
519,593165.6710267392,526219.3125,558535.1418507315,535000
